id,canonicalized_smiles,taste
9322,C#CCOC1C(O)C(CO)OC(OC)C1O,sweet
9323,O=C(O)c1ccccc1C1CC1,sour
9324,CC(COC(=O)C1CCCC1)NC(=O)C(N)CC(=O)O,sweet
9325,COc1cc2oc(CO)c(-c3cccc(O)c3OC3OC(CO)C(O)C(O)C3O)c(=O)c2c(O)c1C,sweet
9326,COc1ccc(C=CC(=O)c2c(O)cc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)cc2OC)cc1O,sweet
9327,OCC1OC(OC2CCC(O)CC2)C(O)C(O)C1O,sweet
9328,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9329,COC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C1O,sweet
9330,COC1OC(C)C(OC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C1O,sweet
9331,COC(=O)C(CNC(=O)C(N)CC(=O)O)C(=O)OC,undefined
9332,OCC1OC(OC2(CCl)OC(O)(CCl)C(O)C2O)C(O)C(Cl)C1O,sweet
9333,CC1=NN(c2ccccc2)C(=O)C1C(=O)c1ccccc1,sour
9334,CCCCCCCC(C)O,undefined
9335,CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,sweet
9336,CCCCCCCCCCOCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet
9337,CNc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,sweet
9338,CCCCCOC(=O)c1ccco1,undefined
9339,COC(=O)C1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC7(C)CC(OC7=O)C6(C)CCC45C)C3(C)CO)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,sweet
9340,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,undefined
9341,COc1ccc(C2OCc3ccccc3S2)c(NC(=O)c2ccc([N+](=O)[O-])cc2)c1O,undefined
9342,CCCC(C)S,undefined
9343,CC1(C)C=C2C3CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1,sweet
9344,OC(O)C1OCC(O)C(O)C1(O)O,sweet
9345,COc1cccc([Se]CC(=O)O)c1,sour
9346,CC1=CC(=O)CC(C)(C)C1,sweet
9347,CCC1C(OC2(C)CCC(C)CO2)CC2C3CCC4CC(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(OC7OC(C)C(O)C(O)C7O)C6O)C(O)C5O)CCC4(C)C3CC(=O)C12C,sweet
9348,CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)O)C(C)C,sweet
9349,CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet
9350,CCOC(=O)CCSC,undefined
9351,C=C(C)C1CCC2(C)C(CC(OC3OC(C)C(O)C(O)C3O)C3C(C(C)(O)CC=CC(C)(C)O)CCC32C)C1(C)CCC(=O)O,sweet
9352,CC1(C(=O)O)CCC2CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
9353,OCCC(O)CO,sweet
9354,COc1cc(O)c2c(=O)cc(-c3ccc(OC4OC(COC5OC(C(O)CO)C(O)C5O)C(O)C(O)C4O)c(O)c3)oc2c1,sweet
9355,CC=C(C)C=O,undefined
9356,C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,sweet
9357,CC1(C)CC(O)C2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
9358,Cc1occc1SSSSc1ccoc1C,undefined
9359,COCCC1OCC2OCC(O)C(O)C2O1,sweet
9360,CCCOc1ccc(NC(=O)NC(C)(C)C)cc1,sweet
9361,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1O,sweet
9362,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9363,CC(C)CC(=O)OCC(CO)NC(=O)C(N)CC(=O)O,sweet
9364,NC(=O)CC(NC(=O)CNC(=O)C(N)CO)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9365,CC(C)Cc1nccs1,undefined
9366,CC=Cc1ccc(OC=O)c(OC)c1,sweet
9367,CCCCCC(=O)C(C)=O,undefined
9368,CCC=CCCOC=O,sweet
9369,O=C1CC(c2ccc(O)cc2)Oc2c(OC3OC(CO)C(O)C(O)C3O)c(O)cc(O)c21,sweet
9370,Sc1ccncn1,sour
9371,OCC1OC(OC2COCC(O)C2O)C(O)C(O)C1O,sweet
9372,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet
9373,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCC(C)CC1,sweet
9374,CC1(C)OC2OC(CO)C(O)C(O)C2O1,sweet
9375,OCC1OC(OCC2(O)OCC(O)C(O)C2O)C(O)C(O)C1O,sweet
9376,CC(=O)OC1OC(CO)C(O)C(OC(C)=O)C1OC(C)=O,sweet
9377,CCCC(CO)OC(CC)OC1C(CO)OC(O)C(O)C1O,sweet
9378,COC(=O)CC(NC1(C(=O)O)CCCCC1)C(=O)NCc1ccccc1,sweet
9379,CC1OC(OC2C(O)C(CO)OC(OC(CO)C(O)CO)C2O)C(O)C(O)C1O,sweet
9380,COc1cc2c(cc1O)C1COc3ccccc3C1O2,undefined
9381,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(CO)NC=O,sweet
9382,COc1cc(CCC(=O)c2c(O)cccc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1OC,sweet
9383,COC1CC(O)C(OC2CCC(O)C(C)O2)C(C)O1,sweet
9384,CC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)O,sweet
9385,O=C(O)CN(CC(=O)O)c1ccccc1O,sour
9386,COc1cc(-c2coc3cc(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)c(OC)c(O)c3c2=O)ccc1O,sweet
9387,COC1OC(C)C(O)C(O)C1OC1OC(C)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet
9388,O=c1cc(-c2ccccc2O)oc2cccc(O)c12,bitter
9389,COc1ccc(C=O)c(C(=O)O)c1OC,sour
9390,CC1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,sweet
9391,COC1CC(OC2C(C)OC(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4C(C)=O)C3)C(O)C2OC)OC(C)C1OC1CC(O)C(OC(=O)C=C(C)C)C(C)O1,sweet
9392,OCOCC1OC(O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet
9393,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1,sweet
9394,COC(=O)C1OC(OC2C(O)CC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC)CCC34C)C2(C)C)C(OC2OCC(O)C(O)C2O)C(O)C1O,sweet
9395,CC(O)COC(C)COCC1OC(O)C(OCC(C)O)C(O)C1O,sweet
9396,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,undefined
9397,COc1ccc(CCc2ccc(C)cc2)cc1O,undefined
9398,O=S(=O)(O)OCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet
9399,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet
9400,COc1cc(-c2cc(=O)c3c(O)cc(O)c(C4OC(CO)C(O)C(OC5OC(C)C(O)C(O)C5O)C4O)c3o2)ccc1O,sweet
9401,OCC1OC(OCC2OC(OC3C(CO)OC(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,sweet
9402,CC(C)C1=CCC(C=NO)=CC1,bitter
9403,Nc1ccc(Oc2ccccc2)cc1C(=O)O,sour
9404,CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,sweet
9405,CSc1ccc(SCC(=O)O)cc1,sour
9406,O=C(C=CCCc1ccc2c(c1)OCO2)N1CCCCC1,undefined
9407,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
9408,COCCC(C)(C)S,undefined
9409,CC(=O)OC1CC(C)(C(=O)O)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6COC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC12C,sweet
9410,C=C(C)C1CC2(O)C(CC3C(=O)C(C(=O)CC(C)C)=C(O)C32O)C1(C)C,bitter
9411,CC[C@H](C)C(=O)C1=C(O)[C@](O)(C(=O)CC=C(C)C)[C@H](CC=C(C)C)C1=O,bitter
9412,COc1cc(C2Oc3cc(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)cc(O)c3C(=O)C2O)ccc1O,sweet
9413,CC(=O)OC1C(O)C(CO)OC1(OC1OC(CO)C(O)C(O)C1O)C(Cl)OCl,sweet
9414,Cc1c[nH]c2ccccc12,undefined
9415,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,sweet
9416,C=CC(Cl)C(=O)O,sour
9417,O=C(O)CCCCCCC(=O)O,sour
9418,CCCCSSCCC,undefined
9419,CCC=CCCOC(=O)Cc1ccccc1,sweet
9420,O=C(O)CS(=O)C(F)(F)F,sour
9421,COC(=O)C(Cc1ccccc1)NC(=O)C(CO)NC(=O)C(CCCCN)NC=O,sweet
9422,COC1OC(COC(OCC2OC(OC)C(O)C(O)C2O)C(O)C(O)C(O)CO)C(O)C(O)C1O,sweet
9423,CCCCCC(O)CCOC1OC(CO)C(O)C(O)C1O,sweet
9424,NC(=O)CC(NC(=O)CNC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet
9425,COC1OC(CO)C(O)C(O)C1OC1C(O)C(O)OC(CO)C1O,sweet
9426,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(CO)C(O)C(O)C4O)cc3o2)cc1,sweet
9427,CC(Cl)CCCC(=O)O,sour
9428,CCCOCCOCCOC1CC(O)C(O)C(CO)O1,sweet
9429,NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)O,sweet
9430,CCCC1CCCCN1,undefined
9431,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,bitter
9432,O=C(O)C[SH](=O)(O)c1cccc([N+](=O)[O-])c1,sour
9433,NNC(=O)COc1ccc(Cl)cc1,sour
9434,[N-]=[N+]=NOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet
9435,COc1c(O)ccc2c1C(=O)OC(CCCC(C)O)C2,sweet
9436,CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)C(O)C(O)C1O,sweet
9437,COC(=O)C(Cc1ccccc1)NC(=O)CC(NCCC(C)(C)C)C(=O)O,sweet
9438,OCC1CC(O)C(O)C(OC2(CCl)OC(CCl)C(O)C2O)O1,sweet
9439,CC(=O)N(C(=O)CC(N)C(=O)O)C(Cc1ccccc1)C(=O)O,sweet
9440,O=C(O)CCOC(=O)Nc1ccc([N+](=O)[O-])cc1,undefined
9441,OC1COC2(COC3(CO2)OCC(O)C(O)C3O)C(O)C1O,sweet
9442,COC(=O)CC(C)(C(=O)O)c1ccc([N+](=O)[O-])cc1,sour
9443,O=[As](O)(Cc1ccccc1)c1ccccc1,sour
9444,COC1C(O)OCC(O)C1O,sweet
9445,O=C(O)[C@@H]1C[C@H]1c1ccc(Cl)cc1,sour
9446,CC1(C(=O)O)CC1(C)C(=O)O,sour
9447,CCSC(=S)SCC(=O)O,sour
9448,O=C(Cc1ccccc1)OCc1ccccc1,sweet
9449,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)O)CCC7(C)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
9450,COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc(OC)c1OC,sweet
9451,Nc1ncnc2c1ncn2C1OC2COP(=O)([O-])OC2C1O.O.[Na+],sweet
9452,COC1(O)C(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC1n1cnc2c(N)ncnc21,sweet
9453,CC(C)(C)CCNC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9454,CC(=O)OC1C2(C)CCC(C2)C1(C)C,sweet
9455,CC1(C)CC(O)C2(COC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
9456,COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(C)C3O)cc2O)cc1O,sweet
9457,CCCCCSCC(=O)O,sour
9458,NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,sweet
9459,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,bitter
9460,C=C1C=CCC(C)(C)C12CCC(C)O2,undefined
9461,Nc1ncnc2c1ncn2C1OC(COP2(=O)NCCCO2)C(O)C1O,sweet
9462,O=C(O)CCCNC(=O)c1ccc([N+](=O)[O-])cc1,undefined
9463,CCC(C)C(N)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)CC,sweet
9464,NC(=O)CC(N)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9465,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,sweet
9466,COc1cc(CCc2ccccc2)ccc1O,undefined
9467,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)c(O)c1O,sweet
9468,COC(=O)CC1C2(C)C=CC(=O)C3(C)COC(C32)C2OC3CC(C4=CC(=O)OC4O)C(C)=C3C21C,bitter
9469,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5C(=O)C=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
9470,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1O,sweet
9471,CCCCCOc1ccc(NC(=O)Nc2ccccc2)cc1,sweet
9472,CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,sweet
9473,CC1CC(N2CCCC2)=C(N2CCCC2)C1=O,bitter
9474,CC(=O)OC1CC2(C)C(=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)C(C)(C)C4CCC32C)C2CC(C)(C)CC(O)C12COC1OC(C)C(O)C(O)C1O,sweet
9475,CC(=O)OCC(COC(C)=O)OC(C)=O,bitter
9476,NC1CCCCC1N=S(=O)=O,sweet
9477,CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)O,sweet
9478,CC(=O)OCC1OC(Oc2ccc(C=O)cc2O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,undefined
9479,OCC1CC(OC2OC(CO)C(O)C(O)C2O)CCO1,sweet
9480,CC(C)C(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,sweet
9481,CC1OC(OC2C(Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4c3)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet
9482,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(C)C)C(=O)NC(CC(N)=O)C(=O)O,sweet
9483,CC1OC(Oc2ccc3c(=O)cc(-c4cc(O)c(O)c(O)c4)oc3c2)C(O)C(O)C1O,sweet
9484,Nc1ncncc1NCC(=O)O,sour
9485,CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9486,O=C(O)CN=C(Nc1cc(Cl)cc(Cl)c1)NC(c1ccccc1)c1ccccc1,sweet
9487,CCCCOC1C(O)C(O)OC1C(O)CO,sweet
9488,CC(C)=CCC1(CC=C(C)C)C(=O)C(=O)C(C(=O)C(C)C)C1=O,bitter
9489,COC1OC(CO)C(O)C(OC)C1O,sweet
9490,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(O)(=S)OP(=O)(O)O)C1O,sweet
9491,N#Cc1ccc(OCC(=O)O)cc1,sour
9492,COc1cc2c(=O)c3c(O)cccc3oc2cc1OC1OC(CO)C(O)C(O)C1O,sweet
9493,COc1ccc(-c2cc(=O)c3c(OCCO)cc(OC4OC(COC5OC(O)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1OCCO,sweet
9494,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(CO)C(O)C(O)C5O)CCC34C)C2(C)C)C(OC2OCC(O)C(O)C2O)C(OC2OCC(O)C(O)C2O)C1O,sweet
9495,COC1OC(C)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C1O,sweet
9496,CC1OC(OC2C(O)OC(CO)C(O)C2O)CC(O)C1O,sweet
9497,CCCC(=O)OCc1ccco1,undefined
9498,CC(O)COC1OC(C(C)O)C(O)C1O,sweet
9499,O=CC(O)C(OCl)C(OCl)C(O)COCl,sweet
9500,O=[Ca],undefined
9501,Cn1cnc(=S)cc1O,sour
9502,CCC(C)C(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
9503,O=CC(=O)C(O)C(O)C(O)CO,sweet
9504,O=C(O)c1ccc[nH]1,sour
9505,CC(NC(=O)C(CC(N)=O)NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9506,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OCC(O)C(O)C3O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,sweet
9507,CCCCCCCCCC1OCC(C)O1,undefined
9508,COC1C(O)C(COP(O)(=S)OP(=O)(O)O)OC1n1cnc2c(N)ncnc21,sweet
9509,[B]P(=O)(OCC1OC(n2cnc3c(N)nc(Cl)nc32)C(O)C1O)OP(=O)(O)O,sweet
9510,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)OCC(F)(F)F)NCC(F)(F)F,sweet
9511,COC1CC(O)OC(C)C1OC1OC(CO)C(O)C(O)C1O,sweet
9512,CCNC(=O)CC[C@H](N)C(=O)O,umami
9513,Cn1c(=O)c2ncc(O)nc2n(C)c1=O,sour
9514,COc1ccc(/C=C/C(=O)O)c(OC)c1,sour
9515,Cc1cccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)c1,sweet
9516,CC(O)C(NC(=O)C(CCCCN)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9517,CC(N)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9518,OCC1OC(CCC2OC(O)C(O)C(O)C2O)C(O)C1O,sweet
9519,OCC1OC(OC2OC(CO)C(O)C(OB(O)O)C2O)C(O)C(O)C1O,sweet
9520,Cc1ccc(CC=O)cc1,sweet
9521,COC(=O)c1ccccc1,sweet
9522,COc1cccc([N+](=O)[O-])c1O,sour
9523,CC1OC(OCC2OC(OC3C(CO)OC(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,sweet
9524,CCCCCC(=O)OCc1ccccc1,undefined
9525,CC=Cc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,sweet
9526,Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,sweet
9527,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OCC(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O,sweet
9528,COC(=O)c1ccc(O)cc1,undefined
9529,CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)OC)CC(C)C,sweet
9530,CCC(C)C(N)C(=O)NC(CC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9531,C=CCc1cccc2c1S(=O)(=O)NC2=O,sweet
9532,O=C(CO[Ge](=O)O)C(O)C(O)C(O)CO,sweet
9533,COC(=O)C(C)CN(C(=O)C(N)CC(C)C)C(Cc1ccccc1)C(=O)O,sweet
9534,COc1ccc(-c2coc3cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)c(OC)c(O)c3c2=O)cc1,sweet
9535,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3C=Cc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,bitter
9536,CCCCCCOCC1OC(OC(CO)CO)C(O)C(O)C1O,sweet
9537,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(O)c1O,sweet
9538,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12,bitter
9539,CC(C)CC(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9540,NOC(C=O)C(ON)C(O)C(O)CO,sweet
9541,CC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,sweet
9542,CC1=CC2(C=CC(C)O2)C(C(C)C)CC1,undefined
9543,CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
9544,OC1OC(COCl)C(O)C(O)C1O,sweet
9545,CC(C)=CCC1C(O)=C(C(=O)CC(C)C)C(=O)C1O,bitter
9546,CC1OC(Oc2c(O)cc3oc(-c4ccc(O)cc4)cc(=O)c3c2O)C(O)C(O)C1O,sweet
9547,CC1=C2C(=O)C=C(CO)C2C2OC(=O)C(C)C2CC1,bitter
9548,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet
9549,NC(C(=O)O)c1cccc([N+](=O)[O-])c1,sour
9550,COc1cc(-c2coc3cc(O)c(OC)c(O)c3c2=O)ccc1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet
9551,S=C(S)N1CCSCC1,sour
9552,CC(C)CC1NC(=O)C(C)NC1=O,bitter
9553,OCC1OC(OC2(CCl)OCC(O)C2O)C(O)C(O)C1Cl,sweet
9554,CCCC=CCOC(=O)CC(C)C,undefined
9555,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(F)cc1,sweet
9556,COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(COC(C)=O)C(O)C(O)C4O)cc3o2)ccc1O,sweet
9557,CC(NC(=O)C(CC(=O)O)NC(=O)C(N)CS)C(=O)NC(Cc1ccccc1)C(=O)O,sweet
9558,O=C(O)CSSCC(=O)O,sour
9559,CCCC(O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet
9560,CC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet
9561,CC1CCC(C(C)(C)O)C(O)C1,undefined
9562,Cn1cnc2ncc(=O)[nH]c2c1=O,sour
9563,CP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet
9564,OC1C2COC3OC(COC(O2)C(O)C1O)C(O)C(O)C3O,sweet
9565,COC(=O)C=Cc1ccc(O)cc1,bitter
9566,C=C(C)C1CCC2(C)OC2C1,undefined
9567,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet
9568,Cc1oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc2c(=O)c1-c1ccc2c(c1)OCCO2,sweet
9569,O=C1NS(=O)(=O)c2ccc(Cl)cc21,undefined
9570,OCCOC1CC(O)C(O)C(CO)O1,sweet
9571,CCC1(O)C2(C)CCC(C2)C1(C)C,undefined
9572,CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet
9573,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,bitter
9574,C=CC(O)CC,bitter
9575,CC1OC(OC2C(=O)c3c(O)cc(OO)cc3OC2c2ccc(O)c(O)c2)C(O)C(OO)C1O,sweet
9576,Nc1ncnc2c1ncn2C1OC(CO)C(OP(O)O)C1O,sweet
9577,CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet
9578,CCCCCNC(=O)CC(NC(=O)Cc1ccccc1)C(=O)OCC,sweet
9579,CNC(C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)OC)C(C)C,sweet
9580,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1OC1OC(CO)C(O)C(O)C1O,sweet
9581,CCOCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet
9582,C=CC(CCCCC)OC(=O)CCC,undefined
